aaa,bbb,ccc,ddd,eee,fff,ggg,hhh,iii,jjj,kkk,lll,mmm,nnn,ooo,ppp,qqq,rrr,sss,ttt,uuu,vvv,www,xxx,yyy,zzz,abc,bca,bcd,adc,aed,afg,ags,ahp,ail,ajm,bkx,ilm,hmt,xnl,aop,aph,aqr,gru,asi,atn,bus,avq,awn,axo,qyv,uzx,bap,nba,ncd,pdq,lek,mlf,gan,hur,iqp,Class
0.1820959097922858,0.5823506615648658,0.4313157110306191,0.5862021554784159,0.0387515518725407,0.5072566132053358,0.3562638921930893,0.3184237933962215,0.3943207796894671,0.1411692135951216,0.1368168559901885,0.4651311769601781,0.468828298970567,0.645723334502272,0.1789896506657329,0.1436504887084926,0.5895042068223024,0.1888816213379398,0.5183212168252973,0.8042908263370397,0.3520837600069467,0.5206694612663443,0.474539352859936,0.0114924565794392,0.420535034749278,0.7985815353932729,0.480047347134399,0.5232813838197032,0.4286695399593492,0.7778637106746495,0.7518450154693815,0.2288064521306738,0.5620770050664601,0.221267026576814,0.1715997912117129,0.2830451921096368,0.1428717649984975,0.3546841823096441,0.3092654062502695,0.6804212845580693,0.3709964979999013,0.2571885298840754,0.672856720956413,0.2450177346627582,0.1397532712805853,0.0927059124515573,0.2714846134598296,0.2847107133122925,0.0341426262996152,0.3871599892791085,0.401939845312566,0.1672284173619737,0.4702253034930606,0.3600552006254313,0.3979455611872851,0.2175750719483209,0.2855919241232247,0.1176307337357813,0.1076401084966995,0.2116976822127766,0.6945994187448912,0.6737725607899999
0.7534146930599145,0.1137134829567411,0.5089926154634057,0.5036444237375327,0.4342236076325675,0.660965939166364,0.4261988505188463,0.0232445070315453,0.2070937490054909,0.2324093758939635,0.0808499840709406,0.2317800149889336,0.444790837986263,0.5533905929896172,0.2515907947229319,0.2897190341642192,0.7272277318185268,0.6273279246498826,0.7896305996819314,0.5932592914252874,0.7149460149658602,0.0916213945274613,0.3214889425380856,0.1506385262377737,0.0411899963575724,0.0289327062204417,0.1388822405320198,0.7012112153376974,0.161334796879374,0.1542870839828743,0.3958849417092849,0.4206350614999952,0.2980378640116596,0.4099690386711181,0.1379527604735055,0.1407168619804344,0.1940658059014561,0.5855068070158622,0.2008119174092009,0.4757515346779239,0.1761042742528367,0.4730323510812894,0.4842969425801232,0.2485432743888293,0.4227931236194251,0.1422228262292722,0.0040251369657924,0.2079076138285042,0.2369217916090164,0.6066991243905547,0.3847015333022676,0.3744278950141999,0.71584313454413,0.0437993563749913,0.4113469366088617,0.0511748107893554,0.265548389853726,0.4221130752881427,0.0394121093452381,0.2991297410060986,0.4402348746538458,0.6997778887700001
0.6523341510349498,0.4901455421011658,0.5224124632772432,0.6924276590895718,0.4387727825262647,0.6618552493974831,0.6642432366054389,0.0536343583956791,0.4976608201780789,0.1052144147474353,0.1631109359947833,0.4779258637668814,0.3636774439555317,0.2963949691664174,0.1926910052788789,0.7441571620548835,0.1517033086750341,0.4324587994284083,0.7791577855517234,0.6542466908917075,0.6047086592203273,0.6286924841689774,0.7152728245067266,0.5875656965716569,0.2173970766029795,0.5693131769162106,0.8165948828844071,0.6897158660015605,0.1604215743771759,0.0852697608522881,0.2936881516159642,0.0297434703386317,0.3120675848864722,0.117200392869911,0.2372796921939106,0.2442942926473807,0.5295735383297392,0.1791233480615621,0.3851041453056278,0.7523784689039359,0.3343799722851832,0.0599234508677372,0.3666296627245954,0.0596803824968254,0.1172265786165431,0.4621049402620454,0.3377137482380213,0.2868320756250893,0.6171048967369854,0.3190613057737291,0.1877143429139851,0.4203026141159235,0.3526648007240808,0.3962005647136571,0.3226794609816857,0.0325454062365792,0.3285783149970328,0.3802009144438857,0.3875498459019653,0.3034563362411015,0.0552655884883847,0.7066934399200001
0.6427939899685885,0.4505145462666257,0.6066310138573172,0.4314009800325338,0.1066911113072758,0.0469522758180412,0.4983221270967151,0.0331616285543094,0.1692968573540197,0.5439679215780138,0.4775541136011638,0.0827311155192978,0.1458999433308665,0.120395570233401,0.2874490347238757,0.45642027486443,0.125059937871989,0.7934017874055925,0.2573093544053969,0.5818201390496315,0.3160846358663512,0.2029039121539352,0.2028752960666867,0.769371972163608,0.4778264497123723,0.3831071225710722,0.72988067262107,0.5700645749160633,0.474956875480753,0.6758999318668308,0.3650492697543314,0.3195200239441718,0.0191944677671837,0.2156099160832517,0.0021738506204963,0.045776633775923,0.2411686242634181,0.7031584767328047,0.7012970562221058,0.8435018491129739,0.3286579042046227,0.6234105375697705,0.4551126918530266,0.2630435155135579,0.1917076885211335,0.2998057369193567,0.2929217825314986,0.0791691777771853,0.1467360409955843,0.4771399588587834,0.1532702015149412,0.1940900721464758,0.2726777596093624,0.2849580996576367,0.2695768101943949,0.0301377844507525,0.3547518481048082,0.1053089214613766,0.3691297115937996,0.1547101245782089,0.4785700014772802,0.7073198135600001
0.4416997087119932,0.3116297917986081,0.2475686221302542,0.5087548309261014,0.7732556675572265,0.6118720130348689,0.3814293906511168,0.5776979786360994,0.1054318630532325,0.4258476557444752,0.6727374711790605,0.1127613809902114,0.202805732802709,0.1342122158239297,0.3940133705451855,0.5951101393206145,0.0922231034754915,0.1305420888822288,0.3731584660575346,0.7493537429629523,0.0533207170236381,0.1188986972014122,0.7448432873187756,0.7922558048828342,0.3874616866092796,0.2073958668999674,0.0763415063577992,0.0371542289097661,0.5185547898413115,0.8389776421457698,0.1870791021264995,0.3795610976423493,0.8251747531379585,0.2198420698112428,0.1406290027178926,0.1382914752167454,0.085999202197323,0.6696637469362697,0.4835727683232461,0.836433004446732,0.0217910722879498,0.0004272144745131,0.343475033278544,0.2980149814969444,0.1664444482466311,0.2005717101722846,0.2295621901536831,0.2707904557394284,0.1804522927852886,0.47988082146792,0.0413036932478047,0.183026114695561,0.1575426118794358,0.2492945859367819,0.2088611959654729,0.4093211946867669,0.0586178159361301,0.3680180961608883,0.1301549432396654,0.326377734006597,0.6896974105882474,0.7192863803099999
0.409777362617739,0.5505511378153924,0.6081175684347658,0.4152105574310338,0.2305167325800529,0.5128265119231168,0.2896709045869103,0.3645735212660927,0.5305944157687963,0.4893172742262378,0.2407451322022094,0.411589400791867,0.134928135465233,0.2689608077274334,0.3300639010579289,0.1385044913921194,0.6449834999182259,0.5987066331762618,0.0634334051454379,0.2793205371514063,0.0380831979476425,0.4361919818237978,0.6875104182038104,0.5831343571967359,0.3272574787316436,0.5433428337618528,0.7972327233041978,0.5611161301202577,0.7179650115653341,0.701019793734868,0.3628946408359181,0.4191283151389833,0.5335492298894602,0.4048026631259447,0.1951748797367875,0.1012955915416008,0.5741658957184279,0.5083121655966024,0.5539379018428194,0.615789054408602,0.3060669875962719,0.3623709890991519,0.2114617005847465,0.2612069525356304,0.4171318295713129,0.5230017250738039,0.101813720080995,0.2550281140351266,0.1597209380899211,0.3782695758292749,0.3035336350681804,0.1850997380310386,0.5020951513565454,0.0700108505552836,0.2931512161140408,0.1629810458855447,0.1101313978975706,0.2018012607516417,0.0136170141055411,0.360117320384573,0.3316883064985447,0.6856154512200001
0.6842825998830908,0.0011708311440641,0.5858766459506695,0.026109062164869,0.4166346139301126,0.0380108953558159,0.1835301931165164,0.1548007282933293,0.2872291674587331,0.4719281582447078,0.1607562335925698,0.4269003121852301,0.3261346533017807,0.6014866250495167,0.279898192926045,0.778410733561942,0.1009899584205293,0.021799714948281,0.7109202634343128,0.2893720759273028,0.5002941109015333,0.8026996839597613,0.0742404505767042,0.4448702157796868,0.0329984903542822,0.339391812464138,0.7813711528936993,0.2594535096859766,0.7199445386709413,0.0516794302909123,0.6689249112952164,0.4129533744933781,0.4233110460844042,0.1856691838520892,0.237709615796315,0.2107928891999433,0.5512317160557141,0.0151138239401479,0.6556438738979894,0.7623254114349427,0.1200191183523324,0.73896922264533,0.5950212480302145,0.4253844903989691,0.281879604803924,0.4153315285270301,0.5277863702814373,0.3258886000527152,0.0164210873030205,0.5119874967689275,0.0348346578732932,0.1841113699548823,0.4478499969136497,0.3898817795753413,0.3275811419975432,0.3958309492669185,0.0596000561616482,0.3153493773734027,0.2573469239090542,0.2142681326338867,0.1504192269285805,0.6865389277700001
0.2691065886464321,0.428674956211676,0.0135290590242722,0.5899018982525666,0.5297635970627278,0.2770597876109724,0.3752371118068736,0.1161694581672488,0.3296493140530322,0.3281293316184127,0.4070449412458868,0.3520909970344742,0.3222924428251665,0.0587990395379249,0.5881737553564491,0.2519787657658557,0.1475217715418925,0.685619250611977,0.5446321970292137,0.5195781614094328,0.1092382675020811,0.1329432712379458,0.6735819805180492,0.6277220630889527,0.7774810959644225,0.7062899687922046,0.7994507346072363,0.6900000955569534,0.5692754656622091,0.26711669123869,0.1943860366186028,0.2159584134236445,0.255706878457168,0.0871845764670724,0.0441504628041877,0.3326458694534833,0.5693611539921289,0.1958957350868501,0.3223366883922262,0.7239503178364679,0.3615347468608588,0.062946073090916,0.2654918278877907,0.1368284926732392,0.0402235633650147,0.0691093930934303,0.3018634209161968,0.0702348289872597,0.4890832526195862,0.2113326619842097,0.2208989497957771,0.3613234585741156,0.7084511004218101,0.0471171080398079,0.1235844519784189,0.3535241353890104,0.21618163539319,0.0205765419900689,0.2646229397143497,0.3615409078766978,0.1843337821571724,0.7046979687599999
0.2563240316655718,0.2696382702978914,0.594798809072946,0.7306055435330466,0.5337165200064881,0.135872157258438,0.1352125327244794,0.6262526708538,0.698411059196333,0.5123662215686675,0.5058432053432913,0.0987277026938204,0.0688843883598276,0.4099310339100996,0.431521042671749,0.2108227187789918,0.4191300272661707,0.198686641079209,0.2890147480159774,0.0497164212964808,0.6019723422878898,0.5838553655842592,0.3121814301383689,0.144415729104522,0.3946881460077286,0.4741281681865431,0.7343359090613943,0.56241006745808,0.623209547384591,0.790862042942315,0.7691456530111433,0.0956840618669262,0.230374187491802,0.0073107007074601,0.1324269359885169,0.3761511629245688,0.2088374137365458,0.203179464418787,0.7216032194009924,0.2989305294424064,0.1223969099018204,0.0822681805986282,0.4682080673218778,0.3350178605821486,0.2239039285107119,0.5729160373206822,0.3615950686080681,0.3434613033200148,0.4145591058969055,0.4762343434175508,0.0357967198900314,0.4039605084842546,0.0203423070601579,0.4007590224943388,0.0669553513041188,0.0183820316780453,0.0382213852326206,0.0603598018908128,0.0581260809635892,0.194739676672544,0.7546767677697646,0.7349702298099996
0.1431810527598267,0.6759880397242854,0.6006484844423733,0.4161554648827167,0.4985283626064115,0.3386362552552018,0.0640782098678087,0.360575750171716,0.5446834102636511,0.6519021463918531,0.1281985583193638,0.2346977993485367,0.4107482712306909,0.0541222664262484,0.654576083977757,0.2955943814633917,0.3103619117284107,0.5052444168071383,0.4423284962995659,0.4408660652331734,0.7691131647032001,0.8155197016287699,0.5834731738511587,0.2170723510849436,0.7584036385341812,0.1046660691454122,0.0197158509841145,0.1773653455030895,0.4515925703050068,0.8062920936264014,0.5560299806577612,0.3367462029713284,0.094836874618685,0.1758210407878113,0.0104904675802975,0.3567498481471174,0.4326423372060077,0.7145910613281522,0.2995000541608804,0.1280123736941047,0.1167496122899441,0.3525354843806325,0.3302289266016788,0.4136187658377806,0.3382752643136651,0.5904244240761695,0.7087743099592861,0.1154373513696071,0.5774916713750883,0.3037088335563354,0.1232215918419613,0.4055908495638359,0.1094218334713464,0.0997890605596721,0.3831968690771428,0.3790743926333981,0.3461864712458644,0.1653525449001632,0.3564527530620656,0.2230574440831501,0.0651831503236972,0.7020393605900002
